1.03138,11.0813,969.577,90.2421
1.0439,64.6286,957.942,15.473
1.01506,21.712,985.166,46.0575
0.998496,17.2605,1001.51,57.9357
1.01446,10.7867,985.744,92.7068
1.11482,6.1548,897.01,162.475
1.08571,21.1308,921.053,47.3243
1.01505,10.6882,985.174,93.5611
1.01757,14.4592,982.732,69.1601
1.01656,22.5546,983.709,44.3369
0.961066,14.8452,1040.51,67.3618
0.936956,8.0959,1067.29,123.519
0.932284,10.5823,1072.63,94.4974
1.02763,19.7375,973.114,50.665
0.964395,28.2444,1036.92,35.4052
0.936154,7.2433,1068.2,138.059
0.910427,5.9084,1098.39,169.251
0.961543,7.5653,1039.99,132.182
0.952059,8.423,1050.35,118.723
0.947524,5.8081,1055.38,172.173
1.0049,7.3428,995.125,136.188
0.941316,4.9297,1062.34,202.852
1.00077,7.1846,999.229,139.187
1.06123,11.5445,942.299,86.6213
1.0342,5.4288,966.93,184.203
1.05164,4.9602,950.895,201.605
0.940003,15.8838,1063.83,62.9572
0.92797,8.4316,1077.62,118.601
0.925947,6.5258,1079.98,153.238
1.019,21.2324,981.355,47.0978
0.978493,6.2553,1021.98,159.864
0.953283,6.5373,1049.01,152.968
0.9282,5.9345,1077.35,168.506
1.00043,6.0938,999.575,164.101
0.935509,10.4245,1068.94,95.9279
0.88502,6.2666,1129.92,159.576
0.884469,7.4937,1130.62,133.445
0.857069,6.2102,1166.77,161.025
0.873753,5.5367,1144.49,180.613
0.878145,6.4348,1138.76,155.405
0.865156,6.0363,1155.86,165.664
0.860573,5.4907,1162.02,182.126
0.9244,6.1972,1081.78,161.363
0.879274,5.778,1137.3,173.07
0.892535,5.1551,1120.4,193.983
0.876461,5.6996,1140.95,175.451
0.904869,5.7058,1105.13,175.26
0.915829,5.6834,1091.91,175.951
0.864219,6.2182,1157.11,160.818
0.876454,5.713,1140.96,175.039
0.891508,5.6401,1121.69,177.302
0.863416,5.1587,1158.19,193.847
0.908218,5.6112,1101.06,178.215
0.92315,4.8887,1083.25,204.553
0.904267,5.5558,1105.87,179.992
0.86439,5.16,1156.89,193.798
0.949263,5.6801,1053.45,176.053
0.873291,4.7207,1145.09,211.833
0.865174,4.8025,1155.84,208.225
0.863881,5.236,1157.57,190.985
0.886625,4.0436,1127.87,247.304
0.877332,4.3641,1139.82,229.142
0.912777,6.156,1095.56,162.443
0.874406,4.7473,1143.63,210.646
0.877894,4.9425,1139.09,202.327
0.859598,4.519,1163.33,221.288
0.927637,4.6014,1078.01,217.325
0.906246,5.454,1103.45,183.352
0.971169,6.3171,1029.69,158.3
0.896536,6.6399,1115.4,150.605
0.889579,4.966,1124.13,201.369
0.909179,6.084,1099.89,164.366
0.911956,6.1228,1096.54,163.324
0.912077,5.5324,1096.4,180.753
0.916197,5.9996,1091.47,166.678
0.874228,5.4914,1143.87,182.103
0.869075,5.7903,1150.65,172.703
0.888234,5.9158,1125.83,169.039
0.919081,5.7384,1088.04,174.265
0.89601,4.9041,1116.06,203.911
0.890631,6.0377,1122.8,165.626
0.889988,6.6135,1123.61,151.206
0.953602,5.3563,1048.66,186.696
0.939264,4.9577,1064.66,201.706
0.943589,4.9994,1059.78,200.024
0.914381,5.8639,1093.64,170.535
0.9613,5.0949,1040.26,196.275
1.00078,5.5599,999.22,179.859
0.954923,5.1741,1047.2,193.27
0.956088,4.9131,1045.93,203.537
1.43925,225.822,694.807,4.42827
0.20172,24.7732,4957.36,40.3662
0.17509,2.8695,5711.36,348.493
0.175333,3.0098,5703.44,332.248
0.168088,2.685,5949.28,372.439
0.170518,2.5921,5864.49,385.788
0.166959,2.9709,5989.49,336.598
0.169444,2.5611,5901.66,390.457
0.169039,2.6366,5915.8,379.276
0.185896,2.8152,5379.37,355.215
0.1936,2.5147,5165.3,397.662
0.214986,4.9582,4651.47,201.686
0.18714,2.8689,5343.6,348.566
0.171855,2.0284,5818.87,492.999
0.15807,2.3042,6326.32,433.99
0.176134,2.1805,5677.48,458.61
0.192928,2.6682,5183.28,374.784
0.168874,1.899,5921.58,526.593
0.157393,1.893,6353.52,528.262
0.157092,1.9689,6365.68,507.898
0.149171,1.8886,6703.7,529.493
0.144805,1.7562,6905.86,569.411
0.146401,1.8025,6830.54,554.785
0.153043,1.8656,6534.1,536.021
0.166759,2.1839,5996.67,457.896
0.156287,2.3434,6398.48,426.73
0.168211,1.9504,5944.93,512.715
0.152264,2.3051,6567.54,433.821
0.149722,2.1128,6679.05,473.306
0.151113,2.1806,6617.55,458.589
0.168108,2.3207,5948.56,430.904
0.155906,3.069,6414.14,325.839
0.175077,2.1344,5711.78,468.516
0.169155,2.3733,5911.73,421.354
0.168781,2.1929,5924.84,456.017
0.193231,7.792,5175.16,128.337
0.858726,5.7213,1164.52,174.785
0.843121,6.1615,1186.07,162.298
0.84614,4.667,1181.84,214.27
0.829654,4.4049,1205.32,227.02
0.841385,5.3817,1188.52,185.815
0.844843,4.1656,1183.65,240.061
0.844589,4.4954,1184.01,222.45
0.895094,9.5604,1117.2,104.598
0.850062,4.0191,1176.38,248.812
0.892875,4.7204,1119.98,211.846
0.853682,6.6258,1171.4,150.925
0.880137,5.6726,1136.19,176.286
0.833573,4.4954,1199.65,222.45
0.943484,6.1421,1059.9,162.811
0.894497,4.7645,1117.95,209.886
0.977148,5.4563,1023.39,183.274
